scrip_code,isin,symbol,nse_symbol,company,group,market_cap_cr,market_cap_category,market_cap_date,macro_sector,sector,industry,basic_industry,primary_index,added_date,last_updated
537785,INE084Q01012,RACE,RACE,RACE ECO CHAIN LIMITED,B,190.69,Micro Cap,2026-03-13,Utilities,Utilities,Other Utilities,Waste Management,-,2026-03-13,2026-03-13
537820,INE159N01027,VIJIFIN,VIJIFIN,VIJI FINANCE LIMITED,B,39.19,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
538268,INE066O01014,WONDERLA,WONDERLA,Wonderla Holidays Limited,B,3358.55,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,NIFTY SERVICES SECTOR,2026-03-13,2026-03-13
538365,INE452L01012,INCREDIBLE,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,B,162.04,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,-,2026-03-13,2026-03-13
538446,INE296Q01012,MONEYBOXX,MONEYBOXX,MONEYBOXX FINANCE LIMITED,B,431.7,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-,2026-03-13,2026-03-13
538567,INE635Q01029,GULFOILLUB,GULFOILLUB,Gulf Oil Lubricants India Limited,B,4893.08,Micro Cap,2026-03-13,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,NIFTY 500,2026-03-13,2026-03-13
538635,INE734N01019,SNOWMAN,SNOWMAN,SNOWMAN LOGISTICS LIMITED,B,588.48,Micro Cap,2026-03-13,Services,Services,Transport Services,Logistics Solution Provider,NIFTY 500,2026-03-13,2026-03-13
538685,INE363M01019,SHEMAROO,SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED,B,278.67,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,-,2026-03-13,2026-03-13
538730,INE111Q01021,PDSL,PDSL,PDS LIMITED,B,4031.1,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,-,2026-03-13,2026-03-13
538734,INE016Q01014,CEINSYS,CEINSYS,CEINSYS TECH LIMITED,B,1765.74,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Services,IT Enabled Services,-,2026-03-13,2026-03-13
538836,INE950M01013,MONTECARLO,MONTECARLO,Monte Carlo Fashions Limited,B,1067.7,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,NIFTY 500,2026-03-13,2026-03-13
538891,INE613C01026,MCLOUD,MCLOUD,MAGELLANIC CLOUD LIMITED,B,1319.51,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,-,2026-03-13,2026-03-13
538902,INE341R01014,DTIL,DTIL,Dhunseri Tea & Industries Ltd,B,133.44,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,-,2026-03-13,2026-03-13
538920,INE498Q01014,VINCOFE,VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED,B,1805.48,Micro Cap,2026-03-13,Services,Services,Commercial Services & Supplies,Trading & Distributors,-,2026-03-13,2026-03-13
538961,INE949P01018,GENUSPAPER,GENUSPAPER,GENUS PAPER & BOARDS LIMITED,B,301.87,Micro Cap,2026-03-13,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,NIFTY 500,2026-03-13,2026-03-13
538979,INE544R01021,GREENLAM,GREENLAM,Greenlam Industries Ltd,B,5484.4,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,NIFTY 500,2026-03-13,2026-03-13
539042,INE976R01033,AGIIL,AGIIL,AGI Infra Limited,B,3897.42,Micro Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,-,2026-03-13,2026-03-13
539044,INE824Q01011,MANAKSTEEL,MANAKSTEEL,Manaksia Steels Limited,B,369.28,Micro Cap,2026-03-13,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,NIFTY METAL,2026-03-13,2026-03-13
539046,INE830Q01018,MANAKCOAT,MANAKCOAT,Manaksia Coated Metals & Industries Ltd,B,1167.88,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,NIFTY 500,2026-03-13,2026-03-13
539056,INE172N01012,IMAGICAA,IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED,B,2386.24,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,-,2026-03-13,2026-03-13
539118,INE366I01010,VRLLOG,VRLLOG,VRL Logistics Limited,B,4426.78,Micro Cap,2026-03-13,Services,Services,Transport Services,Logistics Solution Provider,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
539141,INE527H01019,UFO,UFO,UFO Moviez India Limited,B,248.34,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,NIFTY MEDIA,2026-03-13,2026-03-13
539148,INE788J01021,SHIVALIK,SHIVALIK,Shivalik Rasayan Ltd.,B,420.46,Micro Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,-,2026-03-13,2026-03-13
539151,INE784R01023,ARFIN,ARFIN,Arfin India Limited,B,1314.52,Micro Cap,2026-03-13,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,-,2026-03-13,2026-03-13
539199,INE618R01015,SGFIN,SGFIN,SG FINSERVE LIMITED,B,2134.35,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-,2026-03-13,2026-03-13
539201,INE170E01023,SATIA,SATIA,SATIA INDUSTRIES LIMITED,B,612.2,Micro Cap,2026-03-13,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,-,2026-03-13,2026-03-13
539221,INE885H01029,SPORTKING,SPORTKING,Sportking India Ltd.,B,1406.05,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
539226,INE027T01023,RUDRA,RUDRA,RUDRA GLOBAL INFRA PRODUCTS LIMITED,B,177.81,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,-,2026-03-13,2026-03-13
539251,INE875R01011,BALKRISHNA,BALKRISHNA,Balkrishna Paper Mills Ltd,B,47.88,Micro Cap,2026-03-13,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,-,2026-03-13,2026-03-13
539252,INE979R01011,SHYAMCENT,SHYAMCENT,Shyam Century Ferrous Limited,B,107.09,Micro Cap,2026-03-13,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,-,2026-03-13,2026-03-13
539276,INE587G01015,KAYA,KAYA,Kaya Limited,B,482.97,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Wellness,-,2026-03-13,2026-03-13
539289,INE898S01029,AURUM,AURUM,Aurum PropTech Limited,B,1313.99,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Services,IT Enabled Services,-,2026-03-13,2026-03-13
539290,INE143A01010,OSWALGREEN,OSWALGREEN,Oswal Greentech Limited,B,636.89,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Investment Company,-,2026-03-13,2026-03-13
539301,INE034S01021,ARVSMART,ARVSMART,Arvind SmartSpaces Limited,B,2408.02,Micro Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
539309,INE230R01035,RAMASTEEL,RAMASTEEL,Rama Steel Tubes Limited,B,952.18,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,NIFTY METAL,2026-03-13,2026-03-13
539331,INE918N01018,VETO,VETO,VETO SWITCHGEARS AND CABLES LIMITED,B,191.15,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,NIFTY 500,2026-03-13,2026-03-13
539332,INE278M01019,NAVKARCORP,NAVKARCORP,Navkar Corporation Limited,B,1309.52,Micro Cap,2026-03-13,Services,Services,Transport Services,Logistics Solution Provider,-,2026-03-13,2026-03-13
539334,INE712K01011,SHREEPUSHK,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,B,1027.53,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,NIFTY 500,2026-03-13,2026-03-13
539346,INE764L01010,SADBHIN,SADBHIN,Sadbhav Infrastructure Project Limited,B,107.43,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
539359,INE583R01029,PRITIKAUTO,PRITIKAUTO,Pritika Auto Industries Limited,B,204.98,Micro Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-,2026-03-13,2026-03-13
539399,INE344T01014,BELLACASA,BELLACASA,Bella Casa Fashion & Retail Limited,B,367.42,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,-,2026-03-13,2026-03-13
539400,INE389C01015,MALLCOM,MALLCOM,MALLCOM (INDIA) LTD.,B,665.62,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Other Industrial Products,-,2026-03-13,2026-03-13
539404,INE836B01017,SATIN,SATIN,SATIN CREDITCARE NETWORK LIMITED,B,1596.86,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Microfinance Institutions,NIFTY 500,2026-03-13,2026-03-13
539407,INE854S01022,GENCON,GENCON,Generic Engineering Construction and Projects Limited,B,250.06,Micro Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,-,2026-03-13,2026-03-13
539436,INE335K01011,COFFEEDAY,COFFEEDAY,Coffee Day Enterprises Limited,B,539.33,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,-,2026-03-13,2026-03-13
539450,INE500L01026,SHK,SHK,S H Kelkar and Company Limited,B,1749.64,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NIFTY FMCG,2026-03-13,2026-03-13
539542,INE150G01020,LUXIND,LUXIND,LUX Industries Limited,B,2588.12,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,NIFTY 500,2026-03-13,2026-03-13
539562,INE750R01016,AARNAV,AARNAV,AARNAV FASHIONS LIMITED,B,107.84,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
539636,INE484I01029,PRECAM,PRECAM,Precision Camshafts Limited,B,1173.08,Micro Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
539658,INE985S01024,TEAMLEASE,TEAMLEASE,TeamLease Services Limited,B,1834.6,Micro Cap,2026-03-13,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,NIFTY 500,2026-03-13,2026-03-13
539678,INE306L01010,QUICKHEAL,QUICKHEAL,Quick Heal Technologies Limited,B,812.95,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Software Products,NIFTY IT,2026-03-13,2026-03-13
539686,INE127T01021,KPEL,KPEL,K.P. Energy Limited,B,1933.58,Micro Cap,2026-03-13,Utilities,Power,Power,Power Generation,-,2026-03-13,2026-03-13
539725,INE314T01033,GOKULAGRO,GOKULAGRO,Gokul Agro Resources Ltd,B,4715.49,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,NIFTY FMCG,2026-03-13,2026-03-13
539785,INE865T01018,PDMJEPAPER,PDMJEPAPER,Pudumjee Paper Products Limited,B,701.21,Micro Cap,2026-03-13,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,NIFTY 500,2026-03-13,2026-03-13
539799,INE316L01019,BHARATWIRE,BHARATWIRE,Bharat Wire Ropes Limited,B,1083.64,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,NIFTY 500,2026-03-13,2026-03-13
539837,INE912T01018,RPEL,RPEL,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,B,3042.36,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,-,2026-03-13,2026-03-13
539843,INE395U01014,NINSYS,NINSYS,NINtec Systems Limited,B,562.95,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,-,2026-03-13,2026-03-13
539854,INE115S01010,HALDER,HALDER,Halder Venture Limited,B,309.71,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,-,2026-03-13,2026-03-13
539871,INE594H01019,THYROCARE,THYROCARE,Thyrocare Technologies Limited,B,5700.38,Micro Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,NIFTY PHARMA,2026-03-13,2026-03-13
539872,INE411U01027,BAJAJHCARE,BAJAJHCARE,Bajaj Healthcare Limited,B,925.39,Micro Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-,2026-03-13,2026-03-13
539883,INE417C01014,PILANIINVS,PILANIINVS,Pilani Investment And Industries Corporation Limited,B,4871.79,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Holding Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
539889,INE883N01014,PARAGMILK,PARAGMILK,Parag Milk Foods Limited,B,2506.57,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,NIFTY FMCG,2026-03-13,2026-03-13
539917,INE454M01024,NAGAFERT,NAGAFERT,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,B,251.19,Micro Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,-,2026-03-13,2026-03-13
539979,INE731U01028,DIGJAMLMTD,DIGJAMLMTD,DIGJAM LIMITED,B,82.18,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
539986,INE073V01015,COMSYN,COMSYN,Commercial Syn Bags Limited,B,616.06,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Packaging,-,2026-03-13,2026-03-13
540025,INE837H01020,ADVENZYMES,ADVENZYMES,Advanced Enzyme Technologies Limited,B,3206.7,Micro Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,NIFTY 500,2026-03-13,2026-03-13
540048,INE212I01016,SPAL,SPAL,S.P. Apparels Limited,B,1736.03,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,NIFTY 500,2026-03-13,2026-03-13
540061,INE412U01025,BIGBLOC,BIGBLOC,Bigbloc Construction Limited,B,723.31,Micro Cap,2026-03-13,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,-,2026-03-13,2026-03-13
540124,INE934S01014,GNA,GNA,G N A Axles Limited,B,1730.11,Micro Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
540125,INE583V01021,RADHIKAJWE,RADHIKAJWE,Radhika Jeweltech Limited,B,694.31,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,-,2026-03-13,2026-03-13
540136,INE495S01016,HPL,HPL,HPL Electric & Power Limited,B,2019.04,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,NIFTY 500,2026-03-13,2026-03-13
540145,INE565V01010,VALIANTORG,VALIANTORG,Valiant Organics Limited,B,580.15,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
540210,INE759V01019,HEADSUP,HEADSUP,Heads UP Ventures Limited,B,16.23,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,-,2026-03-13,2026-03-13
540212,INE586V01016,TCIEXP,TCIEXP,TCI Express Limited,B,1865.82,Micro Cap,2026-03-13,Services,Services,Transport Services,Logistics Solution Provider,NIFTY 500,2026-03-13,2026-03-13
540268,INE615R01029,TRU,TRU,TruCap Finance Limited,B,77.38,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-,2026-03-13,2026-03-13
540366,INE919I01024,RADIOCITY,RADIOCITY,Music Broadcast Limited,B,192.89,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,-,2026-03-13,2026-03-13
540393,INE017W01010,SMLT,SMLT,Sarthak Metals Limited,B,93.09,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,-,2026-03-13,2026-03-13
540396,INE784W01015,MANOMAY,MANOMAY,Manomay Tex India Limited,B,399.78,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
540403,INE201M01029,CLEDUCATE,CLEDUCATE,CL Educate Limited,B,265.7,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,-,2026-03-13,2026-03-13
540425,INE274V01019,SHANKARA,SHANKARA,Shankara Building Products Limited,B,256.07,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,NIFTY 500,2026-03-13,2026-03-13
540497,INE807K01035,SCHAND,SCHAND,S Chand And Company Limited,B,529.61,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication,NIFTY MEDIA,2026-03-13,2026-03-13
540544,INE488V01015,PSPPROJECT,PSPPROJECT,PSP Projects Limited,B,2701.98,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY REALTY,2026-03-13,2026-03-13
540602,INE869I01013,GTPL,GTPL,GTPL Hathway Limited,B,674.78,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,NIFTY MEDIA,2026-03-13,2026-03-13
540642,INE170V01027,SALASAR,SALASAR,Salasar Techno Engineering Limited,B,1258.52,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
540647,INE335W01016,GANGESSECU,GANGESSECU,Ganges Securities Ltd.,B,122.04,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540648,INE471W01019,PALASHSECU,PALASHSECU,Palash Securities Limited,B,86.93,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540649,INE349W01017,AVADHSUGAR,AVADHSUGAR,AVADH SUGAR & ENERGY LIMITED,B,862.99,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,NIFTY FMCG,2026-03-13,2026-03-13
540650,INE347W01011,MAGADSUGAR,MAGADSUGAR,Magadh Sugar & Energy Limited,B,613.06,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,NIFTY FMCG,2026-03-13,2026-03-13
540673,INE285J01028,SIS,SIS,SIS LIMITED,B,3979.62,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,NIFTY 500,2026-03-13,2026-03-13
540679,INE320X01016,HALEOSLABS,HALEOSLABS,HALEOS LABS LIMITED,B,398.06,Micro Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-,2026-03-13,2026-03-13
540692,INE346W01013,APEX,APEX,Apex Frozen Foods Limited,B,1043.13,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,NIFTY FMCG,2026-03-13,2026-03-13
540700,INE727S01012,BRNL,BRNL,Bharat Road Network Limited,B,153.29,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
540701,INE385W01011,DCAL,DCAL,Dishman Carbogen Amcis Limited,B,2508.53,Micro Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
540702,INE670X01014,LASA,LASA,Lasa Supergenerics Limited,B,37.23,Micro Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
540704,INE866R01028,MATRIMONY,MATRIMONY,Matrimony.com Limited,B,774.0,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,NIFTY IT,2026-03-13,2026-03-13
540710,INE264T01014,CAPACITE,CAPACITE,Capacit'e Infraprojects Limited,B,1626.09,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY REALTY,2026-03-13,2026-03-13
540724,INE393P01035,DIAMONDYD,DIAMONDYD,Prataap Snacks Limited,B,2314.58,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,-,2026-03-13,2026-03-13
540725,INE932X01026,SHAREINDIA,SHAREINDIA,Share India Securities Limited,B,2893.97,Micro Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,-,2026-03-13,2026-03-13
540735,INE864K01010,IRIS,IRIS,IRIS RegTech Solutions Limited,B,485.51,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Software Products,-,2026-03-13,2026-03-13
540749,INE348L01012,MASFIN,MASFIN,MAS Financial Services Limited,B,5482.61,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540768,INE766P01016,MAHLOG,MAHLOG,Mahindra Logistics Limited,B,3809.15,Micro Cap,2026-03-13,Services,Services,Transport Services,Logistics Solution Provider,-,2026-03-13,2026-03-13
540774,INE133Y01011,IFGLEXPOR,IFGLEXPOR,IFGL Refractories Limited,B,1099.56,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,NIFTY 500,2026-03-13,2026-03-13
540775,INE834I01025,KHADIM,KHADIM,Khadim India Limited,B,187.92,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,NIFTY 500,2026-03-13,2026-03-13
540776,INE618L01018,5PAISA,5PAISA,5paisa Capital Limited,B,940.93,Micro Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540789,INE016M01021,DNAMEDIA,DNAMEDIA,Diligent Media Corporation Limited,B,38.26,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Media,Electronic Media,NIFTY MEDIA,2026-03-13,2026-03-13
540795,INE600Y01019,DYCL,DYCL,Dynamic Cables Limited,B,1341.58,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Cables - Electricals,-,2026-03-13,2026-03-13
540797,INE597J01018,SHALBY,SHALBY,Shalby Limited,B,1571.54,Micro Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,NIFTY PHARMA,2026-03-13,2026-03-13
540824,INE646X01014,ASTRON,ASTRON,Astron Paper & Board Mill Limited,B,19.39,Micro Cap,2026-03-13,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,-,2026-03-13,2026-03-13
540901,INE546Y01022,PRAXIS,PRAXIS,Praxis Home Retail Limited,B,124.31,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,NIFTY 500,2026-03-13,2026-03-13
540923,INE760Y01011,ASHOKAMET,ASHOKAMET,Ashoka Metcast Limited,B,36.09,Micro Cap,2026-03-13,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,-,2026-03-13,2026-03-13
540937,INE630Y01024,MEDICO,MEDICO,MEDICO REMEDIES LIMITED,B,314.92,Micro Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,-,2026-03-13,2026-03-13
540952,INE740X01023,LAL,LAL,LORENZINI APPARELS LIMITED,B,124.37,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,-,2026-03-13,2026-03-13
540961,INE644Y01017,SHIVAMILLS,SHIVAMILLS,Shiva Mills Limited,B,49.34,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
541019,INE926X01010,HGINFRA,HGINFRA,H.G. Infra Engineering Limited,B,3211.96,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
541163,INE278H01035,SANDHAR,SANDHAR,Sandhar Technologies Limited,B,2895.17,Micro Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
541167,INE616Z01012,YASHO,YASHO,YASHO INDUSTRIES LIMITED,B,1599.19,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
541206,INE426Z01016,OBCL,OBCL,Orissa Bengal Carrier Limited,B,119.12,Micro Cap,2026-03-13,Services,Services,Transport Services,Logistics Solution Provider,-,2026-03-13,2026-03-13
541269,INE783X01023,CHEMFAB,CHEMFAB,Chemfab Alkalis Ltd,B,540.74,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,-,2026-03-13,2026-03-13
541301,INE142Z01019,ORIENTELEC,ORIENTELEC,Orient Electric Limited,B,3578.15,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,NIFTY INDIA CONSUMPTION,2026-03-13,2026-03-13
541302,INE506Z01015,DHRUV,DHRUV,Dhruv Consultancy Services Limited,B,56.9,Micro Cap,2026-03-13,Services,Services,Commercial Services & Supplies,Consulting Services,-,2026-03-13,2026-03-13
541303,INE256Z01025,AKSHAR,AKSHAR,Akshar Spintex Limited,B,31.5,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
541304,INE250Z01010,INDOUS,INDOUS,Indo US Bio-Tech Limited,B,197.61,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,-,2026-03-13,2026-03-13
541336,INE896L01010,INDOSTAR,INDOSTAR,IndoStar Capital Finance Limited,B,3327.67,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
